PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;59972;59972;53027;53027-59972;463450;1028914-53027;50151792;1381835-1028914
;;59908;59908;48314;48314-59908;3332;1468975-48314;50192898;1481291-1468975
;;59913;59913;48356;48356-59913;3435;1469610-48356;50173612;1437598-1469610
;;59913;59913;48356;48356-59913;3434;1469605-48356;50173611;1437600-1469605
;;59916;59916;53936;53936-59916;411614;414186-53936;50151969;1184294-414186
;;59887;59887;48317;48317-59887;3338;3338-48317;50173600;1437630-3338
;;59887;59887;48317;48317-59887;420304;1469600-48317;50173599;1437632-1469600
;;59893;59893;48355;48355-59893;3433;1469291-48355;50192563;1481951-1469291
;;427893;917853;427892;917851-917853;427894;1415475-917851;50120874;1414269-1415475
;;485302;1415504;427896;917867-1415504;427895;1415481-917867;50192329;1482413-1415481
;;485302;1415504;427896;917867-1415504;427897;1415484-917867;50120878;1414266-1415484
;;425790;1322492;58800;836301-1322492;37233;1322489-836301;50144236;1542795-1322489
;;482847;1349409;482846;1349408-1349409;482845;1349407-1349408;50192783;1481513-1349407
;;61040;61040;48105;48105-61040;38413;1468983-48105;50192895;1481297-1468983
;;61040;61040;48105;48105-61040;2895;1385495-48105;50093283;1414857-1385495
;;61040;61040;48105;48105-61040;2895;1385495-48105;50192893;1481301-1385495
;;479941;1209789;47556;47556-1209789;9242;1229700-47556;50078167;1481056-1229700
;;66229;66229;49073;49073-66229;5563;5563-49073;50078118;1481061-5563
;;65569;1010317;48952;1010315-1010317;421797;1229514-1010315;50109988;1273954-1229514
;;65603;65603;48881;48881-65603;5112;1229632-48881;50077666;1274607-1229632
;;69787;729800;420312;732072-729800;12308;1392461-732072;50175405;1391987-1392461
;;67566;1480898;57505;1480897-1480898;19767;1480896-1480897;50187263;1449228-1480896
;;67566;1480898;57505;1480897-1480898;19767;1480896-1480897;50002956;1182882-1480896
;;69595;69595;46054;46054-69595;487815;1480367-46054;50175622;1480366-1480367
;;69595;69595;46054;46054-69595;12290;1426239-46054;50175619;1478618-1426239
;;69196;1119865;473584;1099561-1119865;472151;1079108-1099561;50196150;1470719-1079108
;;66222;66222;54834;54834-66222;14642;1377808-54834;50196959;1475346-1377808
;;66188;843904;54825;843905-843904;14610;1377676-843905;50018010;1158994-1377676
;;65571;1122470;42489;42489-1122470;477203;1377719-42489;50184744;1467749-1377719
;;65571;1122470;426025;843338-1122470;426026;1377713-843338;50109916;1458705-1377713
;;65571;1122470;46238;46238-1122470;18897;1377722-46238;50184881;1467702-1377722
;;65571;1122470;46238;46238-1122470;477206;1377723-46238;50184882;1467701-1377723
;;65712;843875;54810;843878-843875;14563;1463933-843878;50017958;1272787-1463933
;;65755;1307295;43718;1307294-1307295;14520;1307290-1307294;50145049;1269342-1307290
;;478847;1182822;478846;1182818-1182822;419145;825681-1182818;50190610;1478978-825681
;;479925;1209633;43798;43798-1209633;421130;1467917-43798;50020870;996046-1467917
;;73772;73772;58441;58441-73772;23132;1468417-58441;50190056;1480071-1468417
;;73772;73772;58441;58441-73772;23132;1468417-58441;50003280;1159775-1468417
;;73904;1363868;419161;718379-1363868;421113;747080-718379;50190481;1479225-747080
;;73904;1363868;58556;58556-1363868;24218;1251566-58556;50190139;1479901-1251566
;;73836;73836;58558;58558-73836;24216;1467884-58558;50003384;1105026-1467884
;;73835;1233843;58557;1233841-1233843;24217;1468229-1233841;50003434;1159849-1468229
;;73835;1233843;58557;1233841-1233843;24223;1468235-1233841;50003435;1159850-1468235
;;73837;73837;58560;58560-73837;23919;1383221-58560;50190354;1479473-1383221
;;70039;789869;56491;789868-789869;35955;1383684-789868;50004127;1460978-1383684
;;70039;789869;56491;789868-789869;35954;1383679-789868;50126304;1536572-1383679
;;70038;70038;50347;50347-70038;29204;1468156-50347;50190563;1479068-1468156
;;70031;969996;42451;970137-969996;17032;1335782-970137;50002954;1182536-1335782
;;70042;807417;51313;807422-807417;8451;1364830-807422;50143072;1543693-1364830
;;73966;871687;58682;58682-871687;29192;29192-58682;50003564;1159724-29192
;;73964;73964;58680;58680-73964;29202;29202-58680;50003335;1159808-29202
;;73963;73963;58679;58679-73963;29216;29216-58679;50003338;1159818-29216
;;73961;73961;58677;58677-73961;29215;1467421-58677;50003329;1159810-1467421
;;73960;73960;58675;58675-73960;29209;1467826-58675;50003339;1201786-1467826
;;72812;854448;42218;854447-854448;14841;1395346-854447;50187573;1448542-1395346
;;72812;854448;42218;854447-854448;14841;1395346-854447;50002995;1182554-1395346
;;72824;1009940;44097;44097-1009940;15035;1007543-44097;50018305;1196914-1007543
;;72824;1009940;44097;44097-1009940;15035;1007543-44097;50004426;1460848-1007543
;;72822;855209;47860;855208-855209;15042;1363590-855208;50190605;1478988-1363590
;;72822;855209;47860;855208-855209;15042;1363590-855208;50018306;1196913-1363590
;;72817;1007585;47822;47822-1007585;17409;1383173-47822;50002998;1182551-1383173
;;72832;72832;55138;55138-72832;14944;1467926-55138;50187829;1447996-1467926
;;72832;72832;55138;55138-72832;14943;1467930-55138;50187828;1447998-1467930
;;72830;72830;55155;55155-72830;14994;14994-55155;50187830;1447994-14994
;;72845;72845;55122;55122-72845;14897;14897-55122;50187921;1450019-14897
;;72845;72845;55122;55122-72845;14896;1467941-55122;50003092;1196921-1467941
;;72845;72845;55122;55122-72845;14896;1467941-55122;50187920;1450021-1467941
;;72846;72846;55127;55127-72846;14907;14907-55127;50187918;1450027-14907
;;72844;72844;56564;56564-72844;17196;1467832-56564;50004424;1460850-1467832
;;72839;72839;55160;55160-72839;15015;1468399-55160;50003060;1196935-1468399
;;72839;72839;55160;55160-72839;15015;1468399-55160;50190033;1480119-1468399
;;72836;72836;55141;55141-72836;14949;1467869-55141;50190026;1480133-1467869
;;72901;1353913;58034;58034-1353913;21398;1353909-58034;50190197;1479783-1353909
;;72911;72911;58442;58442-72911;23133;1304658-58442;50190144;1479891-1304658
;;72911;72911;58362;58362-72911;29193;1467951-58362;50003556;1159731-1467951
;;72912;72912;57997;57997-72912;21294;21294-57997;50190149;1479881-21294
;;72908;72908;42373;42373-72908;21296;1249245-42373;50190152;1479875-1249245
;;72907;747355;42214;747354-747355;21484;21484-747354;50003551;1159736-21484
;;72904;72904;42172;42172-72904;21280;1467346-42172;50003483;1159696-1467346
;;72905;72905;58041;58041-72905;21411;1247918-58041;50190242;1479693-1247918
;;72905;72905;58041;58041-72905;21411;1247918-58041;50003565;1159723-1247918
;;72902;72902;42263;42263-72902;21428;21428-42263;50003534;1159749-21428
;;72902;72902;42263;42263-72902;21429;21429-42263;50003535;1159748-21429
;;72903;72903;42666;42666-72903;21334;1467465-42666;50003570;1159721-1467465
;;72903;72903;42666;42666-72903;21333;1467468-42666;50190245;1479687-1467468
;;72923;72923;58020;58020-72923;21357;1353903-58020;50190179;1479819-1353903
;;72923;72923;58020;58020-72923;21357;1353903-58020;50003488;1132975-1353903
;;72921;72921;57998;57998-72921;21298;21298-57998;50190106;1479967-21298
;;72919;72919;42327;42327-72919;21289;1467386-42327;50003362;1159825-1467386
;;72919;72919;42327;42327-72919;21290;1467389-42327;50003363;1159826-1467389
;;72918;1232816;58010;58010-1232816;21322;21322-58010;50003469;1159710-21322
;;72915;72915;43010;43010-72915;479276;1192220-43010;50163306;1192219-1192220
;;72915;72915;43010;43010-72915;21355;21355-43010;50003372;1159829-21355
;;72916;72916;44335;44335-72916;21303;1468061-44335;50003451;1159861-1468061
;;72913;72913;42654;42654-72913;21328;1249258-42654;50003474;1159702-1249258
;;72914;72914;58049;58049-72914;21437;1468170-58049;50190222;1479733-1468170
;;72914;72914;58049;58049-72914;21437;1468170-58049;50003540;1221674-1468170
;;72934;72934;53198;53198-72934;21325;1336955-53198;50003471;1159709-1336955
;;72934;72934;53198;53198-72934;21326;1371661-53198;50141365;1536517-1371661
;;72931;72931;58038;58038-72931;21406;1467462-58038;50003381;1159835-1467462
;;72932;72932;58013;58013-72932;21332;1185822-58013;50003476;1159705-1185822
;;72927;1249238;42474;42474-1249238;21337;1304668-42474;50190621;1478956-1304668
;;72925;72925;58048;58048-72925;21436;21436-58048;50003383;1159834-21436
;;72944;72944;58021;58021-72944;21359;1467503-58021;50003490;1221679-1467503
;;72944;72944;58021;58021-72944;21359;1467503-58021;50190180;1479817-1467503
;;72945;72945;44549;44549-72945;479275;1249228-44549;50163307;1192215-1249228
;;72943;1202729;43440;1202728-1202729;21380;21380-1202728;50003374;1159828-21380
;;72937;72937;58015;58015-72937;21339;1467492-58015;50190109;1479961-1467492
;;72935;836445;58039;58039-836445;21407;21407-58039;50003516;1159679-21407
;;72953;812058;58000;812059-812058;21301;1185745-812059;50190107;1479965-1185745
;;72951;72951;58023;58023-72951;21361;1467854-58023;50003379;1159837-1467854
;;72952;72952;58043;58043-72952;21421;1249276-58043;50020955;996077-1249276
;;72952;72952;58043;58043-72952;21422;886530-58043;50190488;1479211-886530
;;72952;72952;58043;58043-72952;21422;886530-58043;50020954;1134490-886530
;;72948;72948;43683;43683-72948;24215;1467991-43683;50003377;1159839-1467991
;;72964;994427;43722;994426-994427;21342;21342-994426;50020939;1028981-21342
;;72854;72854;55152;55152-72854;14977;14977-55152;50003053;1182595-14977
;;72855;72855;55108;55108-72855;14852;14852-55108;50003007;1196956-14852
;;72853;72853;44953;44953-72853;15006;1468384-44953;50173262;1460766-1468384
;;72851;72851;55131;55131-72851;14918;14918-55131;50003013;1182580-14918
;;72848;72848;55110;55110-72848;14864;1434655-55110;50190017;1480153-1434655
;;72848;72848;55110;55110-72848;14864;1434655-55110;50003038;1196943-1434655
;;72867;72867;56515;56515-72867;17107;1383873-56515;50190333;1479515-1383873
;;72868;1327276;56720;1327269-1327276;17539;1327270-1327269;50190320;1479541-1327270
;;72868;1327276;56720;1327269-1327276;17539;1327270-1327269;50181239;1450712-1327270
;;72866;72866;55154;55154-72866;14991;1468294-55154;50190016;1480155-1468294
;;72863;72863;55113;55113-72863;14869;14869-55113;50190008;1480171-14869
;;72864;72864;55107;55107-72864;14848;1467372-55107;50190013;1480161-1467372
;;72861;72861;55150;55150-72861;15052;1467471-55150;50003040;1194004-1467471
;;72861;72861;55150;55150-72861;15051;1007528-55150;50003039;1196944-1007528
;;72862;72862;55157;55157-72862;14999;1182741-55157;50190032;1480121-1182741
;;72878;1350255;58019;1350256-1350255;473803;1350258-1350256;50025432;1103333-1350258
;;72878;1350255;58019;1350256-1350255;473803;1350258-1350256;50190060;1480063-1350258
;;72878;1350255;58019;1350256-1350255;21352;1350259-1350256;50190061;1480061-1350259
;;72876;1467365;58050;1467364-1467365;21439;1467361-1467364;50190077;1480027-1467361
;;72876;1467365;58050;1467364-1467365;21504;1467352-1467364;50190062;1559189-1467352
;;72877;72877;58036;58036-72877;21403;21403-58036;50190074;1480033-21403
;;72875;72875;58007;58007-72875;21276;1467890-58007;50190069;1480045-1467890
;;72875;72875;58007;58007-72875;21317;1185727-58007;50003297;1159788-1185727
;;72873;659904;58028;659903-659904;21373;1185736-659903;50003303;1159790-1185736
;;72869;72869;43862;43862-72869;13193;1461729-43862;50004219;1460924-1461729
;;72869;72869;43862;43862-72869;13192;1461732-43862;50004218;1460925-1461732
;;72869;72869;43862;43862-72869;426696;874794-43862;50190103;1479975-874794
;;70226;731920;45714;45714-731920;37183;1383861-45714;50142299;1544368-1383861
;;72889;72889;57999;57999-72889;21300;1467459-57999;50190164;1479849-1467459
;;72887;72887;58066;58066-72887;21483;1180066-58066;50190158;1479863-1180066
;;72888;72888;55132;55132-72888;15023;1467809-55132;50187102;1449580-1467809
;;72884;72884;58042;1180101-72884;21414;1180105-1180101;50190209;1479759-1180105
;;72884;72884;58042;1180101-72884;21415;1180102-1180101;50003526;1180064-1180102
;;72884;72884;58042;1180101-72884;21413;1226898-1180101;50190208;1479761-1226898
;;72899;72899;43040;43040-72899;21369;1467520-43040;50003492;1159693-1467520
;;72899;72899;43040;43040-72899;21370;1353936-43040;50190182;1479813-1353936
;;72896;72896;58033;58033-72896;21396;21396-58033;50003509;1159686-21396
;;72892;72892;58001;58001-72892;21305;1467500-58001;50190153;1479873-1467500
;;72893;1327881;43848;1327882-1327881;21400;21400-1327882;50003513;1159676-21400
;;72977;72977;43270;43270-72977;421121;747120-43270;50020780;996119-747120
;;72975;72975;53065;53065-72975;421157;1468153-53065;50021230;995919-1468153
;;72975;72975;53065;53065-72975;421158;747250-53065;50021231;995918-747250
;;72975;72975;53065;53065-72975;421158;747250-53065;50190644;1478912-747250
;;72974;1251665;42187;1251666-1251665;421161;1251663-1251666;50190628;1478942-1251663
;;72974;1251665;42187;1251666-1251665;421161;1251663-1251666;50092598;1221663-1251663
;;72971;1304654;480547;1229990-1304654;421116;747095-1229990;50190487;1479213-747095
;;72968;72968;58063;58063-72968;21473;1300663-58063;50190148;1479883-1300663
;;72968;72968;482149;1296137-72968;482150;1296142-1296137;50163475;1296141-1296142
;;72989;1249340;53012;53012-1249340;421115;1249352-53012;50190251;1479675-1249352
;;72989;1249340;58320;58320-1249340;473825;1468357-58320;50190558;1479076-1468357
;;72989;1249340;58320;58320-1249340;473822;1363853-58320;50163448;1225976-1363853
;;72989;1249340;58320;58320-1249340;473822;1363853-58320;50142050;1544588-1363853
;;72984;836426;419084;717771-836426;419083;1467905-717771;50092585;995753-1467905
;;72983;72983;44474;44474-72983;421108;1300583-44474;50190102;1479977-1300583
;;72983;72983;44474;44474-72983;421108;1300583-44474;50190509;1479171-1300583
;;72981;72981;42819;42819-72981;419111;1435185-42819;50190589;1479018-1435185
;;72981;72981;42819;42819-72981;419110;1435182-42819;50092616;995727-1435182
;;72996;72996;42662;42662-72996;21495;1304675-42662;50190472;1479239-1304675
;;72993;72993;53043;53043-72993;41860;1468093-53043;50190502;1479185-1468093
;;72991;72991;52928;52928-72991;24220;1304655-52928;50190625;1478948-1304655
;;69605;1363112;56574;1363113-1363112;17260;17260-1363113;50190406;1479371-17260
;;69605;1363112;56574;1363113-1363112;17260;17260-1363113;50004488;1460823-17260
;;69605;1363112;56574;1363113-1363112;17261;1304730-1363113;50004489;1460822-1304730
;;69609;69609;56432;56432-69609;17231;17231-56432;50190425;1479333-17231
;;69644;1326368;56431;1326367-1326368;17207;1383059-1326367;50004515;1460807-1383059
;;69641;69641;56508;56508-69641;17077;17077-56508;50004233;1460911-17077
;;69641;69641;56508;56508-69641;17078;1467813-56508;50181224;1450760-1467813
;;69655;69655;56430;56430-69655;17248;1467981-56430;50190420;1479343-1467981
;;69652;69652;56580;56580-69652;17263;1350392-56580;50190437;1479309-1350392
;;69652;69652;56580;56580-69652;17262;1350395-56580;50190436;1479311-1350395
;;69650;69650;56512;56512-69650;17101;1383663-56512;50190327;1479527-1383663
;;69650;69650;56512;56512-69650;17101;1383663-56512;50004246;1460900-1383663
;;69666;1300841;56502;1300840-1300841;17084;1467369-1300840;50004216;1460927-1467369
;;69678;69678;56547;56547-69678;17168;17168-56547;50190357;1479467-17168
;;426634;871680;58443;58443-871680;23136;871677-58443;50190250;1479677-871677
;;69570;69570;56577;56577-69570;17244;1383522-56577;50181056;1404686-1383522
;;69591;69591;56579;56579-69591;17219;1383148-56579;50190434;1479315-1383148
;;69727;69727;56575;56575-69727;17232;17232-56575;50190408;1479367-17232
;;69727;69727;56575;56575-69727;17232;17232-56575;50004492;1460821-17232
;;69727;69727;56575;56575-69727;17233;1467896-56575;50004493;1460820-1467896
;;69756;1300851;56506;1300847-1300851;17080;1383012-1300847;50004229;1460915-1383012
;;69756;1300851;56506;1300847-1300851;17080;1383012-1300847;50190312;1479557-1383012
;;69765;69765;58056;58056-69765;21452;1468342-58056;50003317;1159804-1468342
;;69778;69778;58025;58025-69778;473823;1105074-58025;50190051;1480081-1105074
;;69793;69793;58027;58027-69793;473802;1103330-58027;50025434;1132995-1103330
;;69793;69793;58027;58027-69793;473802;1103330-58027;50190067;1480049-1103330
;;69705;69705;56551;56551-69705;17172;874289-56551;50190369;1479445-874289
;;69705;69705;56551;56551-69705;17171;1383870-56551;50190368;1479447-1383870
;;69708;69708;56500;56500-69708;17081;1383018-56500;50190296;1479589-1383018
;;69714;1327466;56503;1327465-1327466;17091;874278-1327465;50004220;1460923-874278
;;69718;69718;56510;56510-69718;17097;1383548-56510;50004242;1460904-1383548
;;69698;1320236;56509;1320235-1320236;17094;874040-1320235;50190317;1479547-874040
;;69698;1320236;56509;1320235-1320236;17094;874040-1320235;50181272;1450610-874040
;;69691;1327597;56507;1327598-1327597;17096;1327600-1327598;50004231;1460913-1327600
;;69691;1327597;56507;1327598-1327597;17096;1327600-1327598;50190314;1479553-1327600
;;69695;1350251;56425;1350252-1350251;17238;1383311-1350252;50190388;1479407-1383311
;;69694;69694;56549;56549-69694;17154;1383006-56549;50190360;1479461-1383006
;;69816;69816;56447;56447-69816;13116;1383003-56447;50003965;1460994-1383003
;;69963;871741;58182;871746-871741;21804;1350119-871746;50190594;1479010-1350119
;;69963;871741;58182;871746-871741;21804;1350119-871746;50004156;1460957-1350119
;;69963;871741;58182;871746-871741;21805;1350120-871746;50187214;1449330-1350120
;;69963;871741;58182;871746-871741;21805;1350120-871746;50004157;1460956-1350120
;;69985;69985;50228;50228-69985;35965;1468181-50228;50190540;1479112-1468181
;;69985;69985;50228;50228-69985;35966;1468177-50228;50002858;1182488-1468177
;;487150;1467447;487149;1467437-1467447;421127;1467817-1467437;50190467;1479249-1467817
